Datetime,Tweet Id,Username,Like Count,Display Name,Text_lemmatized
2021-02-27 23:58:06+00:00,1365813489768550401,Marinka43983596,2,Marin ⚓🌸,"['covid19', 'vaccine', 'clinical', 'trial', 'end', '2023', 'janssen', 'covid19', 'vaccine', 'httpstcome2stmsit7', 'astrazeneca', 'covid19', 'vaccine', 'httpstcocqq154qpqq', 'biontech', 'pfizer', 'covid19', 'vaccine', 'httpstcot0siacgsnr']"
2021-02-27 23:58:03+00:00,1365813477944737794,NuritBaytch,1,Nurit Baytch,"['eggstartweets', 'lemieuxlgm', 'exactly', 'meant', 'bad', 'reaction', 'first', 'dose', 'novavax', 'covid19', 'vaccine', 'considered', 'comparable', 'efficacy', 'mrnavaccines', 'month', 'reaction', 'continues', 'seriously', 'disrupt', 'life']"
2021-02-27 23:58:01+00:00,1365813470785077249,CarmenShier,0,Carmen Shier,"['fda', 'approves', 'johnson', 'amp', 'johnson', 'singleshot', 'covid', 'vaccine', 'emergency', 'use', 'cnbc', 'httpstcowvrb1po9wy']"
2021-02-27 23:58:00+00:00,1365813465521262595,BonnieKParker1,0,Bonnie K Parker,"['replied', 'shingle', 'shot', 'never', 'taking', 'covid', 'vaccine', 'bc', 'theyre', 'dangerous', 'told', '1st', 'day', 'ago', 'amp', 'fine', 'couple', 'line', 'shouted', 'received', 'dos', 'amp', 'fine']"
2021-02-27 23:57:50+00:00,1365813423972384770,atsuatsube,2,Darcy Lewis,"['peteevansnot', 'chaserinterns', 'billgates', 'covid', 'vaccine', 'clear', 'right', '2', 'grand', 'ill', 'recalibrate', 'quantumismical', 'ionitics', 'lava', 'lamp', 'combat']"
2021-02-27 23:57:49+00:00,1365813421707587586,RTSMedicalIDs,0,RETURN TO SENDER,"['fda', 'approves', 'johnson', 'amp', 'johnson', 'singleshot', 'covid', 'vaccine', 'emergency', 'use', 'httpstcouci9haxxcc']"
2021-02-27 23:57:47+00:00,1365813411498627074,ButlerEagle,2,Butler Eagle,"['breaking', 'food', 'drug', 'administration', 'saturday', 'cleared', 'singledose', 'johnson', 'amp', 'johnson', 'covid19', 'vaccine', 'use', 'httpstcosagfmzwnyo', 'httpstcotect80vaq1']"
2021-02-27 23:57:46+00:00,1365813408122175490,Undertaker666tx,0,Undertaker II 🔔,"['might', 'get', 'covid', 'vaccine', 'sooner', 'doctor', 'appointment', 'whenever', 'pfizer', 'moderna', 'johnson', 'amp', 'johnson', 'fda', 'approved']"
2021-02-27 23:57:43+00:00,1365813394419421186,christyhuffMD,46,"Christy Huff, MD","['round', '2', 'moderna', 'vaccine', 'yesterday', 'definitely', 'feel', 'immune', 'response', 'time', 'ive', 'couch', 'day', 'flulike', 'symptom', 'worth', 'protects', 'covid19', 'though', 'hopefully', 'tomorrow', 'better', 'httpstco8qgvbtd4jm']"
2021-02-27 23:57:41+00:00,1365813386450259969,wheezemd,1,"Michael Blaiss, MD","['fda', 'authorizes', 'first', 'singledose', 'covid19', 'vaccine', 'httpstco9uingz5jsk']"
2021-02-27 23:57:41+00:00,1365813385997275139,ms_ballardy,0,Ms Yolanda,"['fda', 'approves', 'johnson', 'amp', 'johnson', 'singleshot', 'covid', 'vaccine', 'emergency', 'use', 'httpstcohzgkaferzl']"
2021-02-27 23:57:41+00:00,1365813384231284736,eedo_realman,1,"🇲🇨BORAMAE🇲🇨 보라매,","['johnson', 'amp', 'johnson', 'covid19', 'vaccine', 'httpstcoda0vevwyqg']"
2021-02-27 23:57:37+00:00,1365813367655460866,Dataemia,0,Mazen M,"['u', 'adviser', 'endorse', 'singleshot', 'covid19', 'vaccine', 'jampj', 'httpstcoxm6nhakmch']"
2021-02-27 23:57:34+00:00,1365813357996081153,ArkansasOnline,1,AR Democrat-Gazette,"['food', 'drug', 'administration', 'saturday', 'cleared', 'johnson', 'amp', 'johnson', 'shot', 'covid19', 'saying', 'effective', 'pfizer', 'moderna', 'vaccine', 'work', 'one', 'dose', 'instead', 'two', 'httpstcokzc3x58ynl']"
2021-02-27 23:57:34+00:00,1365813356309880832,ajoshholland,0,Josh,"['another', 'tool', 'combat', 'covid', 'johnson', 'johnson', 'vaccine', 'get', 'fda', 'approval', 'use', 'u', 'httpstcofrqvaoyde9']"
2021-02-27 23:57:33+00:00,1365813351356465152,Skydude22,0,Revelation 20:4,"['seen', 'total', 'one', 'covid', 'patient', 'hospital', 'past', 'month', 'vaccine', 'unnecessary', 'make', 'sick', 'stomach']"
2021-02-27 23:57:31+00:00,1365813344578404355,OP_Omom,2,OpheliaPGMom 💫🍎🦺 🇵🇸🍎🇵🇭🦺 🍎,"['fda', 'authorizes', 'johnson', 'amp', 'johnson', 'onedose', 'covid', 'vaccine', 'dos', 'expected', 'start', 'rolling', 'next', 'week', 'httpstcoavynu39c93']"
2021-02-27 23:57:30+00:00,1365813341147570181,_ShaeByDay,0,dramaQUEEN👑,"['job', 'sent', 'email', 'saying', 'teacher', 'approved', 'covid', 'vaccine', 'starting', 'march', 'im', 'longer', 'claiming', 'educator', 'refuse']"
2021-02-27 23:57:24+00:00,1365813315897864196,ericahersh,3,Erica Hersh,"['health', 'communication', 'crowdsourcing', 'time', 'youre', 'fence', 'covid', 'vaccination', 'strong', 'feeling', 'getting', 'particular', 'vaccine', 'information', 'would', 'make', 'willing', 'get', 'new', 'jampj', 'vaccine']"
2021-02-27 23:57:19+00:00,1365813293831639043,SarahbethMyNBC5,4,Sarahbeth Ackerman,"['u', 'health', 'adviser', 'endorsed', 'onedose', 'covid19', 'vaccine', 'johnson', 'amp', 'johnson', 'mynbc5', 'httpstcomv3tq0ntem']"
2021-02-27 23:57:18+00:00,1365813290153046016,DevonHeinen,1,Devon Heinen,"['breaking', 'biden', 'issue', 'stmt', 'u', 'food', 'drug', 'admin', 'giving', 'johnsonandjohnsons', 'oneshot', 'covid19', 'vaccine', 'emergency', 'use', 'authorization', 'u', 'vaccine', 'becomes', 'third', 'covid19', 'vaccine', 'u', 'receive', 'eua', 'coronavirus', 'vaccine', 'httpstcod6ze1yggpq']"
2021-02-27 23:57:16+00:00,1365813279679938560,louve_lots,0,Louveyahh,"['fda', 'grant', 'emergency', 'use', 'authorization', 'johnson', 'amp', 'johnson', 'covid19', 'vaccine', 'httpstcochgcltbye3']"
2021-02-27 23:57:15+00:00,1365813278555930627,Just1921,0,Simon Just 🌌,"['fda', 'authorized', 'johnson', 'amp', 'johnson', 'singleshot', 'vaccine', 'emergency', 'use', 'beginning', 'rollout', 'million', 'dos', 'covid', 'shot', 'may', 'reach', 'u', 'vaccination', 'site', 'early', 'next', 'week', 'httpstcovezotu08qf']"
2021-02-27 23:57:15+00:00,1365813277490569222,privateofficer,0,Private Officer,"['alabamian', 'take', 'whichever', 'covid', 'vaccine', 'get', 'state', 'health', 'officer', 'say', 'httpstco6ln2rvpaxl']"
2021-02-27 23:57:12+00:00,1365813265209548802,swamtys,0,Swamty,"['johnson', 'amp', 'johnson', 'covid', 'vaccine', 'fda', 'approves', 'singleshot', 'jab', 'httpstcobqj1vovh4h']"
2021-02-27 23:57:11+00:00,1365813259106807809,DenverGazette,0,The Denver Gazette,"['u', 'third', 'vaccine', 'prevent', 'covid19', 'httpstco6h3hctit6q']"
2021-02-27 23:57:09+00:00,1365813250395230211,BioDecoded,0,BioDecoded,"['modelinformed', 'covid19', 'vaccine', 'prioritization', 'strategy', 'age', 'serostatus', 'science', 'httpstcoe3atvcj1vc', 'covid19', 'httpstcousiqsdjxq3']"
2021-02-27 23:57:07+00:00,1365813245077057537,FurtRed,2,Redfurt,"['covid', '19', 'vaccine', 'like', 'give', 'autism', 'lawl', 'bitch', 'must', 'think', 'craycray', 'think', 'im', 'taking', 'poison']"
2021-02-27 23:57:04+00:00,1365813232674430978,thehill,137,The Hill,"['fda', 'clear', 'johnson', 'amp', 'johnson', 'covid', 'vaccine', 'emergency', 'authorization', 'httpstco01rracfviz', 'httpstcolipxuhfjsa']"
2021-02-27 23:57:04+00:00,1365813230912823298,clare_ansberry,0,Clare Ansberry,"['jampj', 'covid19', 'vaccine', 'authorized', 'use', 'u', 'wall', 'street', 'journal', 'httpstco9peorpmrn7']"
2021-02-27 23:57:02+00:00,1365813224235491329,burnerstreaming,1,MildlyBewildered,"['usheron', 'justsay51706948', 'davidjohnglenn1', 'icnoble', 'clarkemicah', 'vaccine', 'mean', 'theyve', 'got', 'vaccine', 'protect', 'covid']"
2021-02-27 23:57:01+00:00,1365813219126702082,JLHerms,1,Julie H 🙋🏼💕😺☕️⚾️,"['pilarwish', 'crazy', 'know', 'im', 'looking', 'forward', 'fauci', 'ouchie', 'covidvaccine', 'wish', 'easy', 'httpstcotbnnooiyvj']"
2021-02-27 23:57:00+00:00,1365813213623902211,sbsun,1,The Sun,"['jampjs', '1dose', 'shot', 'cleared', 'giving', 'u', '3rd', 'covid19', 'vaccine', 'httpstcooxmrohfclz']"
2021-02-27 23:56:59+00:00,1365813207902924802,natsrevenge,2,nat 🍒,"['mom', 'got', 'covid', 'hospitalized', 'blood', 'clot', 'lung', 'still', 'got', 'vaccine', 'bitch', 'pussy']"
2021-02-27 23:56:58+00:00,1365813204291645442,drpestuk,0,DR Pest Control,"['cwpt_nhs', 'matthancock', 'jagtarbasi', 'melcoombesceo', 'cwpt_dominic', 'rob_spen_cer', 'perry', 'manor', 'care', 'home', '15', 'death', 'within', 'day', 'vaccine', 'blame', 'covid', 'wake', 'people', 'virus']"
2021-02-27 23:56:53+00:00,1365813183546486784,MJGlass2,3,MJGlass,"['vaccine', 'covid', 'bad', 'isnt', 'one', 'stupidity', 'httpstcoe3whjrnmea']"
2021-02-27 23:56:50+00:00,1365813174029541380,mackadosia,0,@MackaDo$ia,"['fda', 'approves', 'johnson', 'amp', 'johnson', 'singleshot', 'covid', 'vaccine', 'emergency', 'use', 'httpstcovoq5pmtuc9']"
2021-02-27 23:56:50+00:00,1365813173320835073,kerryebersole,15,Kerry Ebersole Singh,"['great', 'news', 'another', 'effective', 'weapon', 'severe', 'impact', 'covid19', 'sign', 'im', 'eligible', 'fda', 'authorizes', 'johnson', 'amp', 'johnson', 'covid', 'vaccine', 'washington', 'post', 'httpstco1fmn63npjo']"
2021-02-27 23:56:50+00:00,1365813172872097801,MaxineSykes,1,maxine sykes,"['fda', 'approves', 'johnson', 'amp', 'johnson', 'singleshot', 'covid', 'vaccine', 'emergency', 'use', 'httpstcomop9oculn1']"
2021-02-27 23:56:48+00:00,1365813165724958723,Kamyarzarbakhs4,0,Kamyar,"['fda', 'grant', 'emergency', 'use', 'authorization', 'johnson', 'amp', 'johnson', 'covid19', 'vaccine', 'httpstco96mlwdslci']"
2021-02-27 23:56:44+00:00,1365813148071165952,DavisLilian,0,Lilian Davis,"['fda', 'authorizes', 'johnson', 'amp', 'johnson', 'vaccine', 'giving', 'u', 'third', 'option', 'fight', 'covid19', 'smartnews', 'httpstcohzbylejtih']"
2021-02-27 23:56:44+00:00,1365813145349013516,dnk900,0,David Krepps,"['fda', 'grant', 'emergency', 'use', 'authorization', 'johnson', 'amp', 'johnson', 'covid19', 'vaccine', 'httpstcoz6pc7wnn02']"
2021-02-27 23:56:43+00:00,1365813141288837120,tetsookie,1,Cookie 🎆,"['lislisliso', 'oh', 'lit', 'xd', 'recommended', 'get', 'vaccine', 'even', 'tho', 'youve', 'covid', 'question', 'reverse', 'adverse', 'effect', 'covid', 'like', 'longer', 'lasting', 'one', 'example', 'taste', 'one', 'get', 'c']"
2021-02-27 23:56:41+00:00,1365813135735595009,memeorandum,0,memeorandum,"['fda', 'authorizes', 'jampj', 'vaccine', 'giving', 'u', '3rd', 'option', 'fight', 'covid19', 'virus', 'here', 'whats', 'next', 'abc', 'news', 'httpstcowkhxyksqdo', 'httpstcouvhpjz2hpg']"
2021-02-27 23:56:41+00:00,1365813134859010052,TheAPJournalist,4,Andrew Peng,"['inbox', 'statement', 'president', 'joe', 'biden', 'emergency', 'use', 'authorization', 'johnson', 'amp', 'johnson', 'covid19', 'vaccine', 'httpstcovcshfbxcdn']"
2021-02-27 23:56:38+00:00,1365813121798049797,TCPalm,0,TCPalm,"['4', 'million', 'dos', 'new', 'covid', 'vaccine', 'made', 'available', 'next', 'week', 'httpstcojkmantbfkc']"
2021-02-27 23:56:38+00:00,1365813121206607874,drpestuk,0,DR Pest Control,"['matthancock', 'captaintommoore', 'perry', 'manor', 'care', 'home', '15', 'death', 'within', 'day', 'vaccine', 'blame', 'covid', 'wake', 'people', 'virus']"
2021-02-27 23:56:38+00:00,1365813120028073989,theledger,1,The Ledger,"['4', 'million', 'dos', 'new', 'covid', 'vaccine', 'made', 'available', 'next', 'week', 'httpstcowjekbkwuck']"
2021-02-27 23:56:36+00:00,1365813115246415872,RashiB_,0,Lyrically Educated,"['wait', '3', 'different', 'covid', 'vaccine', 'u', 'get', 'cure', 'dang', 'quick']"
2021-02-27 23:56:34+00:00,1365813104265822209,CarmelaNorcros6,0,Carmela Norcross,"['fda', 'approves', 'johnson', 'amp', 'johnson', 'singleshot', 'covid', 'vaccine', 'emergency', 'use', 'httpstcovskjmfjpmj']"
2021-02-27 23:56:32+00:00,1365813098574151681,BenTerryKPLC,1,Ben Terry,"['breaking', 'johnson', 'amp', 'johnson', '1dose', 'shot', 'cleared', 'giving', 'u', '3rd', 'covid19', 'vaccine', 'httpstcovfuznkcxyt']"
2021-02-27 23:56:32+00:00,1365813095684186115,MichaelGittins_,1,Michael,"['breaking', 'johnson', 'amp', 'johnson', 'single', 'dose', 'covid', 'vaccine', 'cleared', 'u', 'official', 'jampj', 'also', 'seeking', 'authorisation', 'emergency', 'use', 'vaccine', 'europe', 'world', 'health', 'organisation', 'httpstcoiutmx7toow', 'news247tweets']"
2021-02-27 23:56:28+00:00,1365813079397724165,NoahNwosu75,0,Noah Nwosu,"['science', 'syringe', 'covid19', 'vaccine', 'miracle', 'science', 'supply', 'chain', '660', 'news', 'httpstcon7kcita8pq']"
2021-02-27 23:56:27+00:00,1365813077543952387,drpestuk,0,DR Pest Control,"['matthancock', 'perry', 'manor', 'care', 'home', '15', 'death', 'within', 'day', 'vaccine', 'blame', 'covid', 'wake', 'people', 'virus']"
2021-02-27 23:56:27+00:00,1365813077057282050,mtsarabia,0,Maria Teresa Sarabia,"['fda', 'authorizes', 'johnson', 'amp', 'johnson', 'vaccine', 'giving', 'u', 'third', 'option', 'fight', 'covid19', 'smartnews', 'httpstcolrxfjdr1j2']"
2021-02-27 23:56:25+00:00,1365813066538049539,Corneilsha1,1,Corneilsha,"['fda', 'approves', 'johnson', 'amp', 'johnson', 'singleshot', 'covid', 'vaccine', 'emergency', 'use', 'httpstcokf7asr1ogk']"
2021-02-27 23:56:24+00:00,1365813061794361344,danielleofri,3,Danielle Ofri,"['singledose', 'covid', 'vaccine', 'game', 'changer', 'clearly', 'explain', 'public', 'vaccine', 'need', '2', 'dos', 'others', 'need', '1', 'httpstcoeu61gnjhl2', 'covidvaccine']"
2021-02-27 23:56:16+00:00,1365813027916959744,porsiempreamor,0,Seas-the-Day,"['lookner', 'find', 'surreal', 'streaming', 'covid', 'vaccine', 'seems', 'like', 'yesterday', 'u', 'one', 'covering', 'scarydeadly', 'virus', 'coming', '2', 'u']"
2021-02-27 23:56:08+00:00,1365812994563862528,elspeth_47,0,Elspeth,"['beginning', 'score', 'covid', 'vaccine', 'younger', 'sister', 'child', 'life', 'specialist', 'organization', 'thank', 'book', 'recommending', 'aauw', 'book', 'group']"
2021-02-27 23:56:06+00:00,1365812986619772930,DrMCGregoire,37,Dr. Marie-Claude Grégoire,"['today', 'good', 'day', 'vaccinationcovid', 'covidvaccine', 'httpstco25sfcundzc']"
2021-02-27 23:56:02+00:00,1365812970240966660,AhmadNorMaulana,0,Ahmad Nor Maulana Af,"['fda', 'authorizes', 'johnson', 'amp', 'johnson', 'covid19', 'vaccine', 'emergency', 'use', 'cnet', 'httpstcoqpwo6w4hrb', 'httpstcovte5yitxew']"
2021-02-27 23:56:00+00:00,1365812962297065473,sblack78,7,Suzanne,"['got', 'first', 'covid', 'vaccine', 'shotso', 'far', 'reaction']"
