,Datetime,Tweet Id,Text,Username,Like Count,Display Name,Language
10,2022-03-13 23:53:35+00:00,1503157356582129670,"Here my mom is 30 years old! I kept my heart all my life in my heart, the feeling of which Ukraine lives today! And if I live to our polls, then I will not go anywhere!https://t.co/qwepm5oz5N.",pezmeno,17,Pezmeno Puli,ru
11,2022-03-13 23:52:54+00:00,1503157183378251778,"#Ukraine #Belarus # Okupartyrf #Russia
Ukraine free in the last way
        Heroes escorted, holding his knees.

Moskali, bulk, corpses of soldiers
         Kamaz mutual
This war will remember future generations

- Degree of gratitude for careful work.https://t.co/ribqti2rz8.",Ewi82rySy,1,Жыве Беларусь,ru
12,2022-03-13 23:52:49+00:00,1503157164076150784,"Egyptian International Player in Squash Ali Omar Farag asked him to tell about Ukraine, and his word was: (Suddenly it allows us to mix sports with politics, so let's talk about Palestine, which is experiencing the fact that Ukraine is experiencing 74 years.).https://t.co/mlaol87glf.",TEllatief,2,Tamer Abd Ellatief,ru
13,2022-03-13 23:52:18+00:00,1503157032328835080,@ Redhot4ili Ukraine is Europe!,vsyo,0,Sergei S. 💉💉 🕊️,ru
14,2022-03-13 23:52:13+00:00,1503157012489715715,@lyapotasha dji Ukraine can stop the invasion just running your warehouse,ivan_cze,0,Іван,ru
15,2022-03-13 23:51:17+00:00,1503156774878154756,"While you rolled this cap and sacrificed our beautiful channel, a seven-year-old Umpalumpa died in Africa from a lack of food.So let's not eat and perepening from so horrifying fact of fucking # Ukraine #russiaukrainwar https://t.co/rx8ijxjkjx",kitssnovs,1,китссновс,ru
16,2022-03-13 23:50:45+00:00,1503156641969192960,"@daughteroflesya @ _gold7 @teamustliev But she will not go and will not stop all this.Do you understand?She is also a person.And we are all in the end, people.I am condolent to you, but you can not hate and condemn the people who cannot do anything.Who could have done.Russia is not Ukraine.What worked with you will not work here.",Guter_Junge_,1,Тень терновника,ru
17,2022-03-13 23:50:19+00:00,1503156533504454661,"@valkeriak @kirillcernovlol @a_folls @tsargradtv All correctly authoritarian states, to which Ukraine does not relate, prone to national and fascism because they are anti-liberals.Here Putin is a Führer, as he is Nazi.",alex10008031,0,alex,ru
18,2022-03-13 23:47:06+00:00,1503155724003811335,Opinions: Why Donbass is not Ukraine https://t.co/x0eqxhhgns,HACTEHACCCP,0,ℌαςτ℮ньҡα,ru
19,2022-03-13 23:47:05+00:00,1503155720233041921,Opinions: Why Donbass - not Ukraine https://t.co/uxi6pwki92,TopNewsRussiaa,0,topnewsrussia.ru,ru
20,2022-03-13 23:47:04+00:00,1503155716013625349,Opinions: Why Donbass - not Ukraine https://t.co/uyl0c40rwn,DokUSSR,0,Архив ☭КГБ СССР,ru
21,2022-03-13 23:47:03+00:00,1503155711773229060,Opinions: Why Donbass is not Ukraine https://t.co/g2bacmelfc,putin_ww,0,ßለα∂นʍนթ Пуτนн Ⅻ,ru
22,2022-03-13 23:45:09+00:00,1503155233194758147,"On the Streaming of the Direct Harmash, it was mentioned that when Rosia of the people of people with chemical weapons in Aleppo - Ukraine increased merchandise with Russia. It is, powdered for the time of the war stopped criticizing Zelensky, and the zelebobes at this time decided that you could wet the gunpowder at that time?",MasKt1000,1,Гетьман Каратель,ru
23,2022-03-13 23:45:05+00:00,1503155217063464961,"@N_MA_PAG Ukraine - You won the war for your country!Lord Jesus Himself will shoot for you!Keep Lord Ukraine!Russia will be cursed to the destruction, decay, hard torment!Russia will be destroyed, peoples will be free!",Erzyamastor,1,Финно Угория,ru
24,2022-03-13 23:44:31+00:00,1503155072351739905,"☝️🇺🇦 ""This is an absolute record for Ukraine on the winter paralympias,"" the committee stressed.

In fact, Ukraine ranks second in paralympiad with 11 gold, 10 silver and 8 bronze medals.

Death to Russian invaders!",Ca_Rpe_Die_M,1,ОптимистичнийРеаліст,ru
25,2022-03-13 23:44:28+00:00,1503155061245243393,"Does China go with war on themselves, Ukraine that China, two twins of the brother!It can be seen from Putin, the habit began once asking for China!Himself attacked Ukraine, and now the help asks. I would like to have a Zelensky sample and then it would be more meaning!",_640769507848,0,Сергей Ткаченко,ru
26,2022-03-13 23:44:02+00:00,1503154953250082818,"@letopisi_rus Ukraine 30 years old did everything possible to destroy their economy.Madness Putin does not justify the endless shooting of Ukraine for his legs long before 2014. Countries sometimes really enter the union ""called"" especially if they are under external pressure and pushed them to the bayonet.",FvckTheVniverse,2,Dickgirls Daily,ru
27,2022-03-13 23:43:19+00:00,1503154772500701185,"#Ukraine #Belarus #Russia.
The field of Russian glory was laughed
  and bored to the word: Ukraine.
From the greatness of the Soviet army remained
  Carlightened cars.

Smoke powder, majestic glorious
  cramped over free Ukraine
And in Russia cargo 200
  Drop the ssenia is aggressive.https://t.co/kfmqa5i8p3",Ewi82rySy,5,Жыве Беларусь,ru
28,2022-03-13 23:42:37+00:00,1503154596767834116,"🙃 Almost turnout on the opposite:

We promised to protect against Russia, but did not want to see Ukraine as a partner NATO, the Minister of Economy of Germany Robert Habek in an interview with Frankfurter Allgemeine.

Will Ukraine want to accept NATO to himself?",antiputler_news,207,Аслан,ru
29,2022-03-13 23:42:15+00:00,1503154503134199813,"I'm so happy to see it
It's nice to realize that Ukraine is not one https://t.co/kw83cwvo5d",lo_cavo,1,♡к а п у ш а♡ | #нетвойне,ru
30,2022-03-13 23:41:51+00:00,1503154403850993667,@Vilkovo_online @ _elena2020 @tsargradtv here is more likely that Ukraine has become a bridgehead for the United States for eight years.Already in American television they say that 2014 is the project of Victoria Nulland,valkeriak,0,Валерия Козлова,ru
31,2022-03-13 23:40:45+00:00,1503154125235707906,"@Kolezev Thank you, Ukraine, for destroying the columns of a riot police, those who beat the Russians on peaceful rallies!Light in the underworld, the cursed fascists of the Putler!",Erzyamastor,0,Финно Угория,ru
32,2022-03-13 23:38:34+00:00,1503153575068901380,"@Pyos_barbos @kryscina_by This is not a completely proportionate accusation.Where was Ukraine when there were protests in the Republic of Belarus, why did not protect the Northern Front?
 Tens of thousands are repressed, hundreds of thousands are crushed abroad, more than 1000 in prisons.Now Belarus under occupation, no one except the junta has the right to vote.",red_cosanostra,3,cosanostra,ru
33,2022-03-13 23:36:27+00:00,1503153042899746816,"Ukraine Ukraine received the desired result.So that we have guarantees - not like in Budapest, and not as in our sky.And so that Ukrainians can say: ""It works, it's warranty.""https://t.co/onulahsitt",RuFailedState,14,Pekвием по РФ🇺🇦 #FreeNavalny #НЕТВОЙНЕ🇺🇦,ru
34,2022-03-13 23:35:23+00:00,1503152776603443201,@anatoliisharii Post Maidan Ukraine - everything ...,ChineseHuaqiao,0,Chinese Huáqiáo,ru
35,2022-03-13 23:35:16+00:00,1503152744558956552,"@Kira_yarmysh yes shit us on you!Get out or do not go out!Late already, you pussy!And all Ukraine is glad to this!Previously, it was necessary!",kushnirkk,0,Korneliu Kushnir,ru
36,2022-03-13 23:31:49+00:00,1503151877902458885,"Here you are Wilna Ukraine, Lomaghana.https://t.co/r9n4kkxqa5.",grif785,0,Григорий Смирнов,ru
37,2022-03-13 23:31:29+00:00,1503151794804957186,"This is the history of Russia!How did you have time to notice, we are united people!(Russia, Belarus and Ukraine).And these ... What are sitting there and burn Russophobia.Do not even know the history of their state and his roots!These are NATO Sisters.Which as faithful ... fulfill all the orders of their Mr.!https://t.co/5p30ceke3w.",rammsteinss,0,Михаил,ru
38,2022-03-13 23:30:28+00:00,1503151539397050370,"@Lokuroku @leonov_mr just so erase civil enemy and Ukraine, just why?",SchrodenKatze,0,Fenekt,ru
39,2022-03-13 23:30:03+00:00,1503151433008435207,"@Jizeltiny In Russia, in addition to the lettered women, no one watching TV.Russia is not Ukraine in the TV long ago all were disappointed.",1nteltweet,0,Al,ru
40,2022-03-13 23:28:29+00:00,1503151039779909634,"But for something, Lenin allocated Ukraine as a separate territory in the division of the territory at the sector and in 1991 the USSR collapsed after because he was fucked and the stress in the country was improved and so we came to what we have.So it turns out Ukraine and Russia fraternal people",willsonhisbery,2,willson hisbery,ru
41,2022-03-13 23:27:45+00:00,1503150854043742208,"# Russia invades # Ukraine Military invasion.# Russians see the truth.
It is not # film or # Ani https://t.co/7gjgecjb0f",MitsukuniMito2,0,Taka Ojyalumalu,ru
42,2022-03-13 23:25:31+00:00,1503150290580779013,"@senko Obviously, Ukraine will destroy the army of the invaders using allies weapons.I wonder who from Russia will sign the capitulation, because Putin is most likely eliminating their oligarchs",snegovik21,0,Лео Джун Биатрис,ru
43,2022-03-13 23:24:31+00:00,1503150040071741444,"@AlexAvduevsky and what is the ""first economy of the world"" and how specifically it presses on the transnational coca-cola?
I liked someone's definition of what is happening as, sorry, WW3.Just the tanks in it only the Russian Federation and Ukraine, and the rest of the country and - on their own!- Business fights like this.",takopus,0,tako the octopus,ru
44,2022-03-13 23:24:22+00:00,1503150001354121217,"They gave a clear political signal: Ukraine belongs to the European family.The work on the accession of Ukraine to the EU has begun.The process went. """,alexxbezz,1,alexxbezz,ru
45,2022-03-13 23:24:13+00:00,1503149963806654470,"@Rkadyrov good night.And it's better to say, hello meat.I wanted to thank you for the fact that you are the most nasty army in the world.Dress Gan Don s for members, but it's a pity products to translate to you.Even, from the last pleasant news, Ukraine does not shoot in his back.",MaximAmnesia,2,Max,ru
46,2022-03-13 23:24:11+00:00,1503149957221695491,"@tea_hybrid @antidote_ru @rt_russian We took and helped refugees for the last 8 years, when Ukraine killed children in the Donbas.Then you had to do?Do not overgrow look.",intrel16,0,Aleks,ru
47,2022-03-13 23:24:03+00:00,1503149923222626311,"@Max_Katz We are so hooked on the needle of their production.The war was inevitable, because Ukraine just began to walk under the West.Either they are us or we are them.And those who understand what we invaded, and does not dissolve the snot will not go to the rally to get bruises for those who breed",liebeeszuleben1,0,liebe es zu leben und Pizza,ru
48,2022-03-13 23:23:05+00:00,1503149681295216648,"""POSTRED IN THE OSCE # Gavrilov declared from the waiver of the West to recognize Russian genocide in Ukraine
https://t.co/mcpqwhhzqu.
# Gavrilov # Donbass # Europe # West # OSCE # special operationaria # Ukraine https://t.co/m5zcuspbj7",smnewsru,1,Cобытия дня в России,ru
49,2022-03-13 23:22:45+00:00,1503149594653302787,"Germany's power realized itself flawed
Minister of Economy Habek:
""We promised protection from the Russian Federation, but did not want to see Ukraine to NATO. We condemned the annexation of the Crimea, but built"" SP-2 "".
We wanted Ukraine to defend yourself, and thus the safety of Europe, but not with the help of our weapons ""https://t.co/fj7gpu8gqb",Ray_net_ua,231,Ray,ru
50,2022-03-13 23:22:32+00:00,1503149539838021633,"☝️▪ We promised protection from Russia, but did not want to see Ukraine as a NATO partner;We condemned the annexation of the Crimea as a violation of international law, but built ""Northern Stream-2"";We wanted Ukraine to defend yourself - and, thus, the safety of Europe👇",Ca_Rpe_Die_M,2,ОптимистичнийРеаліст,ru
51,2022-03-13 23:22:07+00:00,1503149438579224580,"If Galkin was headed in Russia instead of Putin, there would be no happier in all of the world than Russia and Ukraine with their comedian presidents.https://t.co/x910gkdc7i",kak_idea,1,as_idea #standWith🇺🇦,ru
52,2022-03-13 23:21:22+00:00,1503149248040288269,Ukraine - the Center for International Cooperation of the Israeli Foreign Ministry Mashav sent 6 huge generators weighing more than 5.5 tons each to ensure emergency nutrition for local hospitals.https://t.co/9ipjim0tpy.,nigroll,2,Nigroll,ru
53,2022-03-13 23:21:22+00:00,1503149246362566657,"@Max_Katz Tend to the Russian military ship that took the military of Ukraine in captivity, and Ukraine itself buried them and shattered that there were not 8 people there, but much more.Russians will not overthrow Putin, because we do not want to sell the US ass.",liebeeszuleben1,0,liebe es zu leben und Pizza,ru
54,2022-03-13 23:21:06+00:00,1503149182508544002,"@h_e_i_i Melitopol Ukraine on a rally against the military came out 2k people (a small city came out against killers, your compatriots)
Moscow 6 numbers according to the Ministry of Internal Affairs 2500 people
Bunch of a bunch of poor Russians",vveritaserumm,3,сироватка правди🇺🇦,ru
55,2022-03-13 23:20:52+00:00,1503149122328616965,"@Onixit @ 2Dust @pathollmann and today the airport is our Ukraine, cyborgs made an invaluable contribution to mythology",magera_vl,2,чехословацький ніндзя,ru
56,2022-03-13 23:19:51+00:00,1503148865536462854,"What was not able to ""make the 'network of camps"", in two weeks the great geopolitik Vladimir Vladimirovich Putin was able in two weeks.

Shah and Mat, Ukraine!Learn!https://t.co/qx0th8nutp.",userpig,127,Белкин,ru
57,2022-03-13 23:19:45+00:00,1503148840718901248,"@Zelenskyyua @eucopresident For centuries, Tatars, Poles, Swedes, Austro-Hungarian Empire, Germans, Bolsheviks and Russians were invaded to Ukraine.And Ukraine has always dismissed himself.In Maidan, they showed an example of courage and continue to fight.What courage!Because you (God) is my shield (Bible).",NatGue72,0,Nat Gue 🇦🇷🇪🇸🇺🇦🇪🇺🕊🕊🕊,ru
58,2022-03-13 23:18:56+00:00,1503148635764281352,"@Onixit @ 2dust @pathollmann But that stood on the way Kyborg, who made clarity that Ukraine or death",magera_vl,1,чехословацький ніндзя,ru
59,2022-03-13 23:16:55+00:00,1503148126781296640,@Armedforcesukr Ukraine is straight to Switzerland) maybe in the future it will be?!https://t.co/h3sgtdtdbz.,ShamaniaLG,2,🇺🇦🇺🇦🇺🇦 SHAMANIA LABEL GROUP 🇺🇦🇺🇦🇺🇦,ru
60,2022-03-13 23:16:34+00:00,1503148040429117440,"@Max_Katz will not be better than if Ukraine will plan to manage the huge country of the same puppet of the West.We do not want to go under the USA, as a selling Ukraine.We have enough of our AlIGarchs, we are not needed foreign.",liebeeszuleben1,0,liebe es zu leben und Pizza,ru
61,2022-03-13 23:16:24+00:00,1503147998188032015,"Breaking not to build.Now many businesses are collapsed.And when all the ends remain two countries.Ukraine, which will be restored to the whole world.And the Russian Federation of which dick who will give money.How we will create something if even in the best years could not be incomprehensible to me",lord_kukusik,20,повелитель кукусиков 💙💛,ru
62,2022-03-13 23:16:20+00:00,1503147982136516619,"Narcissism

Mother of Soldier for, for example, this beginning period - checking the thesis that Russian / Russians are the same people like the rest on the planet.

#Russia # Ukraine #russian # Ukraine️ #ukrainerussiawar # Russia # freedom # gulag # children #children # non-view",AlnNtta,0,Alexey Ponomaryov,ru
63,2022-03-13 23:15:30+00:00,1503147770542268421,"@Max_Katz @kiriltaran @ Missly37395173 Moscow will always be the center of the post-Soviet world.Especially after Putin's departure.And Ukraine will always be an anecdote country.Like Canada for the USA.Her even no one perceives her seriously.Support in order to weaken Russia, because they are afraid that Putin will go further.",a_rz01,0,A_rz01,ru
64,2022-03-13 23:15:20+00:00,1503147730583101449,@ NABLYUDATEL11TM Ukraine does not end in Kiev if that.,naxnagel777,0,Батько Махно,ru
65,2022-03-13 23:15:16+00:00,1503147711582908416,"@friedpibb If the Ukrainians are not bombing themselves, then why only 24.02 screamed about the war?Does not occupied by the Ukrainian Earth claim that they were only for the sake of seeing help from Russia?

I did not say that now Ukraine bombers herself, I'm just talking about LPR and DPR.",livekavinsky,0,суицидальный антилох 🏳️‍🌈,ru
66,2022-03-13 23:13:28+00:00,1503147258044456961,"When Ukraine wins, it will be necessary, among others, make a separate detachment of propagandists to restore the destroyed Kharkov with broadcasting online.",FiliMoscow,1,FiliMoscow❗,ru
67,2022-03-13 23:11:37+00:00,1503146794858987521,@Maximov_Vasily Yes Relax.Ukraine will win in a week.,Vitamin96170150,4,Разиель,ru
68,2022-03-13 23:11:32+00:00,1503146774269243396,"Ukraine.Irpen.All died: the whole family is a wife and two children and even the dog - killed when they ran out from under the mortar shelling.
Alive only the head of the family remains ...
How can he live now?
How, Russian bits !!!https://t.co/vaoy8gnqiz",dyadushka_ho,0,Дядюшка Хо,ru
69,2022-03-13 23:11:22+00:00,1503146730614935557,"If tomorrow the head of Melitopol comes out and says that he used to be ""mistaken, and Ukraine deserves denazification,"" remember immediately about his nationality and about the ""Chechens"" you have Hayali.Do not forget.",sorosnl,0,Soros of Ichkeria ■□ #FreedomChechnya,ru
70,2022-03-13 23:10:57+00:00,1503146626864484356,"Ukraine must, simply obliged to win the crushing victory over Russia - return the Crimea and part of the Donetsk / Lugansk regions.

Because only the winners respect.The United States and the United Kingdom are now the best friends only because the United States beat the UK's teeth at one time.",senko,40,Pavel Senko 🇺🇸,ru
71,2022-03-13 23:10:12+00:00,1503146437944692747,"💪💪💪 On the course of centuries, Tatars, Poles, Swedes, Austro-Hungarian Empire, Germans, Bolsheviks and Russians were invaded to Ukraine.And Ukraine has always dismissed himself.In Maidan, they showed an example of courage and continue to fight.What courage!@KirainCongress @zelenskyyua https://t.co/eryon1m5mv",NatGue72,0,Nat Gue 🇦🇷🇪🇸🇺🇦🇪🇺🕊🕊🕊,ru
72,2022-03-13 23:09:48+00:00,1503146337507942409,"@Max_Katz then let all debts after the Soviet decay also pays Ukraine.Let refugees also contain.In fact, all of us are also etched, we are constant and tolerate the sanction, because we did not start the war, and the goats of the scape again Russians.""Get out to receive in the face of Ukraine.""",liebeeszuleben1,0,liebe es zu leben und Pizza,ru
73,2022-03-13 23:08:59+00:00,1503146131534012422,As the generals submitted Putin ||Ukraine has become a bone in the throat https://t.co/pcoe354f2f via @youtube,surenpivazyan,0,Suren Pivazyan,ru
74,2022-03-13 23:08:36+00:00,1503146036889587721,"@hammygt @pingwinator @olyapka So Ukraine is not Chechnya.With all due respect.And Kadyrovtsy are not all Chechens.We also have Chechens fight.And long ago.Continue to fight against Russia.
OK, let's see what will happen in a month.",5sv7,1,Vladyslav Surkov,ru
75,2022-03-13 23:08:28+00:00,1503146002764939265,"Russia will recruit volunteers for aggression.
 Ukraine is gaining volunteers for defense.Russia is not justified.",sigma3141,0,しぐま,ru
76,2022-03-13 23:08:17+00:00,1503145956858077184,"@Ukrinform Eh, and where did you be before, when Kherson returned to the balance in Herson, who in 2014 told on Rassia Today, as Kherson wants to go to the race ... And today he headed the rally for the CNR ... Kherson is the gate of Crimea, as it was possibleMeaning out of open. But we believe everything will be Ukraine",AnnaAnn43220893,0,Ban Ana,ru
77,2022-03-13 23:07:31+00:00,1503145760438853640,"as a violation of international law, but built ""Northern Stream-2"";We wanted Ukraine to defend yourself - and, thus, the safety of Europe - but please not with the help of our weapons.We must recognize that we were inconsistent in our position, ""said Habek.",volodarskijo,1,volodarskijo,ru
78,2022-03-13 23:07:14+00:00,1503145692142915586,@Tsihanouskaya @kavaleuski @foreignpolicy Belarusians!Ukraine does not want to fight against you!Do not start an unnecessary war for your country.Do not be fooled on the provocations of Putin's propagandists!Be smarter,SvetlanaSnezko,1,Светлана Снежко,ru
79,2022-03-13 23:06:42+00:00,1503145555979128843,"Type, Alo, people say that Lenin came up with Ukraine, and in general Ukraine is part of Russia, and in general, we take the larger: the USSR did not exist - this is also all Russia, and they are sitting and ears are driving.https://t.co/qc7flmaiw1",_E_m_o_K_i_d_,1,с҉м҉о҉р҉о҉g҉u҉н҉а҉-҉y҉p҉o҉g҉u҉н҉а҉🕊,ru
80,2022-03-13 23:06:15+00:00,1503145443697565699,"We will not close the sky

This was stated by the Minister of Economy of Germany Robert Habek in an interview with Frankfurter Allgemeine.

""For Europe, for NATO, for the West was a mistake to keep an open door for Ukraine and at the same time say: you can not go there. It annoys.

Ukraine felt https://t.co/5go3w8vy7i",volodarskijo,1,volodarskijo,ru
81,2022-03-13 23:06:11+00:00,1503145425867526145,Made a member today about the situation with my strange (Ukraine) and my girlfriends (Russia).Some fucking most offended Kazakh was.To see him straining moms who insult Russians.And what about us all the same war and they just closed McDonalds?,KatejustKate,0,K I,ru
82,2022-03-13 23:06:07+00:00,1503145410189312004,"@Jelloslug @ muhamma41175225 @NYTIMES USA with its allies always satisfied illegal wars, and in our side Ukraine arranged the genocide of his people in Donbass and for 8 years we have destroyed it, and these Russian people destroyed.How would the United States behave in such a situation.Tota.",evgenius97_,0,Евгений Викторович,ru
83,2022-03-13 23:06:00+00:00,1503145380887900162,"Minister of Economy of Germany Robert Habek:
""We promised protection from the Russian Federation, but did not want to see Ukraine to NATO. We condemned the annexation of the Crimea, but built"" SP-2 "".
We wanted Ukraine to defend myself and, thus, the safety of Europe, but not with the help of our weapons ""
https://t.co/labdbscsis",_A_Vit_,436,Մιtαuskαs 🇱🇹🇺🇦,ru
84,2022-03-13 23:05:37+00:00,1503145283013730306,"@ REALFRANK920920 @Rianru in genocide Ukraine has been participating for 8 years, and now these are our guys, they are just ready to do everything so that the genocide is over",SirotkinVZ,2,Тот парень,ru
85,2022-03-13 23:05:13+00:00,1503145184502112256,"Ukraine: Events March 13, evening https://t.co/z5upcdxb5o

According to the Ministry of Defense of the Russian Federation, the Armed Forces of the Russian Federation during the offensive actions established full control over Pavlovka settlements, Nikolsky, gracious, Wateranovka and Vladimirovka, ...",fondsk,0,Фонд стратегической культуры,ru
86,2022-03-13 23:04:50+00:00,1503145088557498375,@ Ggoza4 @RomanMalanka @persian__prince @lipschz who is Ukraine to be submitted to international wanted list ???Arabs fuck will be sent and laugh,levanhyb,0,Леван,ru
87,2022-03-13 23:04:05+00:00,1503144898626822144,"Kadyrov threatened to ""knock on the door"" of the adviser of the office of the Zelensky Arrestovich
# Politics # Ukraine

Source: https://t.co/gmsistsp49 https://t.co/ydgtyzt3v1",runews24ru,1,RuNews24.ru Новости,ru
88,2022-03-13 23:04:04+00:00,1503144893501345800,"The IAEA confirmed that Ukraine has established the supply of electricity to the Chernobyl

The International Agency for Atomic Energy (IAEA) confirmed that Ukrainian specialists ... https://t.co/0lyy17wack https://t.co/zekaq6xi2i",UUx4whxHO5injW3,0,News 24,ru
89,2022-03-13 23:04:01+00:00,1503144880184467471,"Ukraine: brief information about what happened today in this 18th day of war
Russians continue to wash Ukrainian identity by destroying the whole infrastructure ... # War # march # news # launches # Snow -teter # rebels # Russia # today

https://t.co/oky6wihsxq https://t.co/vrtmkqqpya.",Gaebaldi,0,Gaetano Baldi,ru
90,2022-03-13 23:03:59+00:00,1503144871325970435,"Forbes has already found 62 properties in a total of $ 2.5 billion, which may fall under confiscation

# News # Ukraine # War # Sanctions # Russia # Русский горокраблюдий @ ukraine https://t.co/cjx4auy4rv",We_are_Ukraine,0,Артур,ru
91,2022-03-13 23:03:58+00:00,1503144869170229252,"@Tamarayrina @esamoiilova @ ssilentio1 @joebiden is very sorry that in you hatred and support not the side.8 years old you and bombed you, killed.Russia took and helped refugees.All cities collected funds and helped.Time will come, the truth will reveal.Ukraine Personal cow byyiden and ridiculous that you do not understand this",LizaFeoktistov4,0,▸Pelmeshka◂,ru
92,2022-03-13 23:02:52+00:00,1503144592664891396,"Russians - wake up!In one Mariupol, more than 2,000 Ukrainians were killed.You must force the power to stop this bloodshed, your children will not forgive you silence today. # Non-highly windows;",2829Andriy,1,Andriy_2829,ru
93,2022-03-13 23:01:29+00:00,1503144243296092168,"The IAEA confirmed that Ukraine has established an electricity supply to Chernobes #ITSEC
https://t.co/y20ux5t3nb.

The International Atomic Energy Agency (IAEA) confirmed that the Ukrainian specialists managed to repair the power lines for the resumption of external electricity ... https://t.co/lqvuguvxft",timetolive_news,0,Time to live - News,ru
94,2022-03-13 23:00:48+00:00,1503144072436981768,"@ Borman783 Well, if you feel honest, I understand the management of Israel - they need to be flexible and RF is closer to them than Ukraine.
But still, an unpleasant precipitate ...",DushaMongolia,0,Монголец!,ru
95,2022-03-13 23:00:33+00:00,1503144010881327109,@Ukrainea can in Russia as well? (,WakeN_51,0,nm,ru
96,2022-03-13 22:59:57+00:00,1503143858653343744,Ukraine wins https://t.co/ifigwiiw3h through @youtube,sailersprint1,0,SAILER SPRINT,ru
97,2022-03-13 22:59:43+00:00,1503143800234991621,"@Max_Katz Ukraine does not want!All that we want to stop it forever to struggle for independence and live freely, and this is only the EU, NATO, and as far as possible from the post-Soviet space",Reytarovskiy,1,Вицлипуцли,ru
98,2022-03-13 22:59:24+00:00,1503143718483894277,"@Jelloslug @ Muhamma41175225 @NYTIMES And what is the rest of the world, the USA, the European Union, Japan, Canada Ukraine and a couple more countries the population is 1 billion.In one China lives 1.4 billion people, and he is for us.Plus India is 1.4 billion and the already 2.8 billion people and most of the rest of the world for us.",evgenius97_,0,Евгений Викторович,ru
99,2022-03-13 22:58:06+00:00,1503143393106530312,"By the way Ukraine skillfully defends himself, it hurts, very painfully bogging Russian invaders, I am infinitely grateful to God for the fact that the defense of the country leads such legendary generals like Valery Zalochny, Victor Munets, Sergey Shaptal, Mikhail Rabody ... Believe in them! 👇",Ca_Rpe_Die_M,0,ОптимистичнийРеаліст,ru
100,2022-03-13 22:57:56+00:00,1503143349552828416,"@Konontrs @chastime ""Ukraine-NATO"", plus voluntary donations from NATO member countries ""on a little bit"" (i.e., another 300 to 800 million).Total - another yard and a half annually.

Who spits in the hand of the giving, will kiss the captive ass",TheMelRoom,0,Fun account,ru
101,2022-03-13 22:57:52+00:00,1503143335850090496,"@Brewerov now reached why you are considered slaves, and that Ukraine is not Russia?",AlexG31742077,0,AlexG,ru
102,2022-03-13 22:56:51+00:00,1503143077342588936,"Ukraine, Day 19th: A new stage of negotiations promise to spend today (update) https://t.co/wsv1u9wzj0",dvnovosti,0,dvhab_ru,ru
